Title,Header,Type,Date,Country,Amount
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Argentina,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Samoa,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Slovenia,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Canada,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Bosnia and Herzegovina,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Hong Kong,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Belgium,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",China,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",South Africa,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Bulgaria,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Morocco,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Japan,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",British Virgin Islands,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Mexico,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Tajikistan,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Saudi Arabia,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",United States,nan
"Share with access to electricity vs. per capita energy consumption, 2021","Having access to electricity is defined in international statistics as having an electricity source that can provide very basic lighting, and charge a phone or power a radio for 4 hours per day. Primary energy is measured in kilowatt-hours per person, using the substitution method .",Share of the population with access to electricity World Bank,"Primary energy consumption per capita
kilowatt-hours per person • 2021",Papua New Guinea,nan
"Countries with policy guarantees for public access to information, 2022","Number of countries that have adopted and implemented constitutional, statutory and/or policy guarantees for public access to information.",,2022,Latin America and the Caribbean (UN),23
"Countries with policy guarantees for public access to information, 2022","Number of countries that have adopted and implemented constitutional, statutory and/or policy guarantees for public access to information.",,2022,Eastern and South-Eastern Asia (UN),9
"Countries with policy guarantees for public access to information, 2022","Number of countries that have adopted and implemented constitutional, statutory and/or policy guarantees for public access to information.",,2022,Central and Southern Asia (UN),12
"Countries with policy guarantees for public access to information, 2022","Number of countries that have adopted and implemented constitutional, statutory and/or policy guarantees for public access to information.",,2022,Europe and Northern America (UN),44
"Countries with policy guarantees for public access to information, 2022","Number of countries that have adopted and implemented constitutional, statutory and/or policy guarantees for public access to information.",,2022,Sub-Saharan Africa (UN),21
"Countries with policy guarantees for public access to information, 2022","Number of countries that have adopted and implemented constitutional, statutory and/or policy guarantees for public access to information.",,2022,Small Island Developing States (SIDS),16
"Countries with policy guarantees for public access to information, 2022","Number of countries that have adopted and implemented constitutional, statutory and/or policy guarantees for public access to information.",,2022,World,127
"Countries with policy guarantees for public access to information, 2022","Number of countries that have adopted and implemented constitutional, statutory and/or policy guarantees for public access to information.",,2022,Least Developed Countries (LDCs),20
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Bangladesh,0.37
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,United States,2.87
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Bolivia,1.02
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Brazil,1.59
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,China,1.16
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Israel,1.24
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Democratic Republic of Congo,-0.85
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Ecuador,1.24
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Canada,0.92
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Congo,-0.84
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Rwanda,-0.65
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Guatemala,1.02
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Italy,4.83
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Japan,3.15
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Nicaragua,0.77
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Saudi Arabia,-0.52
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Nepal,-0.41
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Mali,-0.68
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Uganda,-0.51
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Cyprus,2.77
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Hungary,5.48
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Austria,4.79
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,United Kingdom,4.01
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Mexico,2.84
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Gabon,-0.85
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Central African Republic,-1.20
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Tanzania,1.02
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Panama,2.01
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,Argentina,1.36
Government transparency,The scores capture the extent to which governments report economic data to the World Bank. Higher scores mean more data is reported.,Central estimate,2010,South Africa,1.90
"Adolescent birth rate, 10-14 year olds","The adolescent birth rate is the number of live births per 1,000 women aged 10 to 14 years old.",,2023,Northern America (UN),0.10
"Adolescent birth rate, 10-14 year olds","The adolescent birth rate is the number of live births per 1,000 women aged 10 to 14 years old.",,2023,Central and Southern Asia (UN),0.51
"Adolescent birth rate, 15-19 year olds","The adolescent birth rate is the number of live births per 1,000 women aged 15 to 19 years old.",,2023,Sub-Saharan Africa (UN),97.86
"Adolescent birth rate, 15-19 year olds","The adolescent birth rate is the number of live births per 1,000 women aged 15 to 19 years old.",,2023,Oceania (UN),25.48
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,France,35.31%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Madagascar,5.84%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Myanmar,10.36%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,United Kingdom,30.33%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Sierra Leone,5.50%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Germany,35.97%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,North Macedonia,26.74%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Czechia,32.20%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Niger,5.09%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Afghanistan,4.37%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,South Africa,9.65%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Israel,20.66%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Mexico,11.90%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Argentina,18.57%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,China,20.72%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Saudi Arabia,3.86%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Mauritania,5.98%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Equatorial Guinea,6.15%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Brazil,15.31%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Italy,38.00%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Bangladesh,9.68%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Papua New Guinea,5.33%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Syria,7.21%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Canada,29.58%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,United States,26.80%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Zimbabwe,6.57%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Estonia,33.11%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Malawi,4.62%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Japan,50.12%
Age dependency breakdown by young and old dependents,"Age dependency ratio is the ratio of dependents (either children aged 0-14 years, or older populations aged over 64 years) to the working age population (15-64 years). Data shows the relative composition of the dependent population between young and old.","Old-age dependency ratio , aged old UN WPP",2023,Kiribati,6.76%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Japan,69.94%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,South Korea,41.43%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Belize,46.70%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Libya,48.90%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Mexico,49.04%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Switzerland,52.92%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,China,44.73%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Bahamas,42.47%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Saudi Arabia,36.83%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Bangladesh,53.09%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Canada,53.00%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,United Kingdom,57.81%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Curacao,46.03%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Palestine,72.93%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Grenada,46.43%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Sri Lanka,51.74%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,South Africa,48.35%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Europe (UN),55.24%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Germany,57.96%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Gambia,77.65%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Brazil,44.02%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Guam,61.61%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Turks and Caicos Islands,37.22%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Palau,41.68%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Tuvalu,63.68%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Kosovo,44.80%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Papua New Guinea,59.11%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Madagascar,75.15%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,United States,53.88%
Age dependency ratio,The age dependency ratio is the sum of the young population (under age 15) and elderly population (age 65 and over) relative to the working-age population (ages 15 to 64). Data are shown as the number of dependents per 100 working-age population.,,2023,Greece,58.85%
Age group with the largest population,Ten-year age group with the largest population.,,2021,Gibraltar,50-59
Age group with the largest population,Ten-year age group with the largest population.,,2021,Canada,30-39
Age group with the largest population,Ten-year age group with the largest population.,,2021,Australia,30-39
Age group with the largest population,Ten-year age group with the largest population.,,2021,Cape Verde,20-29
Age group with the largest population,Ten-year age group with the largest population.,,2021,Dominican Republic,0-9
Age group with the largest population,Ten-year age group with the largest population.,,2021,Mexico,10-19
Age group with the largest population,Ten-year age group with the largest population.,,2021,Saint Helena,50-59
Age group with the largest population,Ten-year age group with the largest population.,,2021,Sweden,30-39
Age group with the largest population,Ten-year age group with the largest population.,,2021,United Kingdom,50-59
Age group with the largest population,Ten-year age group with the largest population.,,2021,Africa (UN),0-9
Age group with the largest population,Ten-year age group with the largest population.,,2021,Myanmar,10-19
Age group with the largest population,Ten-year age group with the largest population.,,2021,United States,30-39
Age group with the largest population,Ten-year age group with the largest population.,,2021,Germany,50-59
Age group with the largest population,Ten-year age group with the largest population.,,2021,South Africa,0-9
Age group with the largest population,Ten-year age group with the largest population.,,2021,Kazakhstan,0-9
Age group with the largest population,Ten-year age group with the largest population.,,2021,Austria,50-59
Age group with the largest population,Ten-year age group with the largest population.,,2021,Georgia,30-39
Age group with the largest population,Ten-year age group with the largest population.,,2021,Japan,40-49
Age group with the largest population,Ten-year age group with the largest population.,,2021,China,30-39
Age group with the largest population,Ten-year age group with the largest population.,,2021,Venezuela,10-19
Age group with the largest population,Ten-year age group with the largest population.,,2021,Guernsey,50-59
Age group with the largest population,Ten-year age group with the largest population.,,2021,Brazil,30-39
Age group with the largest population,Ten-year age group with the largest population.,,2021,Saudi Arabia,40-49
Age group with the largest population,Ten-year age group with the largest population.,,2021,Croatia,60-69
Age group with the largest population,Ten-year age group with the largest population.,,2021,Gambia,0-9
Age group with the largest population,Ten-year age group with the largest population.,,2021,Philippines,0-9
Age group with the largest population,Ten-year age group with the largest population.,,2021,Slovakia,40-49
Age group with the largest population,Ten-year age group with the largest population.,,2021,Papua New Guinea,0-9
Age group with the largest population,Ten-year age group with the largest population.,,2021,Bolivia,0-9
Age group with the largest population,Ten-year age group with the largest population.,,2021,Sri Lanka,10-19
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Guinea-Bissau,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Uganda,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Brazil,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Lesotho,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,United States,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Dominican Republic,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Belgium,0.0
